Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN
2000-02-04,24.863733291625977,6.530229568481445,,27.5625,,1.1762120723724363,18.36912727355957,19.28125,,29.36962127685547,5.281818389892578,46.90875625610352,17.035051345825195,235.0,6.7626776695251465,5.370175361633301,14.365885734558105,13.65625,
2000-02-07,24.462425231933594,6.411715030670166,,29.5625,,1.120201826095581,19.12933349609375,20.65625,,31.22351455688477,5.1390647888183585,48.90815353393555,17.000568389892578,228.625,6.6938114166259775,5.370175361633301,14.305136680603027,13.421875,
2000-02-08,24.47986602783203,6.470969676971436,,28.375,,1.101531744003296,20.789382934570312,20.6875,,32.955455780029304,5.041392803192139,48.60055923461914,16.655725479125973,240.9375,6.624946594238281,5.292906761169434,14.183653831481935,12.859375,
2000-02-09,24.462425231933594,6.838369846343994,,27.375,,1.085195541381836,21.735763549804688,21.03125,,33.51649856567383,4.966259479522705,46.6011734008789,15.793622016906738,234.875,6.514758586883545,5.2156405448913565,14.153284072875975,12.96875,
2000-02-10,24.008771896362305,6.660597324371338,,29.4375,,1.0781943798065186,22.65111541748047,21.25,,32.34561538696289,4.958746433258057,47.17790603637695,15.483271598815918,229.0,6.56985330581665,5.2156405448913565,14.214022636413574,13.90625,
2000-02-11,23.15380477905273,6.447266101837157,,29.5,,1.110866904258728,22.44942855834961,22.75,,32.004104614257805,4.793456077575684,46.3704719543457,14.862565994262695,233.0625,6.432121753692628,4.945198059082031,14.153284072875975,15.6875,
2000-02-14,23.13634490966797,6.648745059967041,,29.25,,1.0735265016555786,22.247737884521484,21.625,,33.37014389038086,4.695783615112305,47.02410888671875,15.828110694885256,230.375,6.018922328948975,5.080419063568115,14.396249771118164,15.625,
2000-02-15,24.881187438964844,6.660597324371338,,32.5,,1.0455217361450195,22.061565399169922,21.75,,33.71164703369141,4.732126712799072,50.36924362182617,16.000524520874027,222.5,6.101561069488525,5.2156405448913565,14.426630973815918,18.75,
2000-02-16,24.65435791015625,6.577633857727051,,35.375,,1.0466885566711426,24.373220443725586,21.875,,34.41904830932617,4.694268703460693,49.83093643188477,15.448787689208984,246.125,6.129108428955077,5.022468090057373,14.183653831481935,22.0625,
2000-02-17,25.020771026611328,6.494674682617188,,41.3125,,1.0478556156158447,25.211000442504886,21.5,,34.32147979736328,4.5806989669799805,59.67408752441406,15.724660873413086,252.0,6.253067493438722,5.099736213684082,14.244393348693848,21.03125,
2000-02-18,24.444978713989254,6.1865339279174805,,40.75,,1.0081816911697388,24.38873672485352,21.5,,34.34586334228516,4.565554141998291,57.67471694946289,14.93153476715088,241.6875,6.1979737281799325,4.925881385803223,14.48736572265625,19.0,
2000-02-22,25.16034698486328,6.328751564025879,,36.9375,,0.9988466501235962,24.396486282348636,20.90625,,33.540889739990234,4.512555122375488,56.2905158996582,15.345335006713867,242.125,6.046467304229736,4.925881385803223,14.457000732421875,18.78125,
2000-02-23,26.107065200805664,6.091720104217528,,35.5546875,,0.9755091667175292,24.73004913330078,20.53125,,32.85786819458008,4.436842441558838,60.904502868652344,15.000494003295898,252.0625,5.977602481842041,4.867928504943848,14.517744064331055,19.0,
2000-02-24,25.73587417602539,6.020609378814697,,35.625,,0.9801765084266664,26.405616760253906,21.28125,,33.12619400024414,4.3156986236572275,65.67226409912111,14.552203178405762,274.8125,6.0051469802856445,4.752026557922363,14.335514068603516,19.8125,
2000-02-25,24.25110244750977,6.07987117767334,,37.625,,0.952171504497528,24.450796127319336,20.25,,32.979835510253906,4.2475571632385245,66.51818084716797,14.41426944732666,267.0625,5.867415428161621,4.732709884643555,14.27476692199707,20.21875,
2000-02-28,24.445545196533203,6.2813472747802725,,37.0,,0.9381688833236694,24.28013038635254,18.875,,33.49209976196289,4.474699974060059,62.13486099243164,14.41426944732666,256.75,5.963829040527344,4.732709884643555,14.457000732421875,20.65625,
2000-02-29,24.940465927124023,6.2576422691345215,,36.96875,,0.9475038647651672,25.31960678100586,19.75,,32.711509704589844,4.429271221160889,63.903564453125,14.207368850708008,261.25,5.839869022369385,4.655442237854004,14.85183334350586,21.3125,
2000-03-01,24.357160568237305,6.411715030670166,,33.625,,1.0828617811203003,24.91623115539551,20.25,,31.97970199584961,4.474699974060059,67.13336181640625,14.310821533203125,278.625,5.88118839263916,4.500903606414795,14.882201194763185,28.875,
2000-03-02,24.33949089050293,6.35245418548584,,32.3125,,1.0828617811203003,20.013654708862305,19.625,,34.004364013671875,4.391411781311035,64.77831268310547,14.069430351257324,268.0,5.757229804992676,4.6168060302734375,14.57848072052002,24.1875,
2000-03-03,25.311641693115234,6.150977611541747,,33.875,,1.1061991453170776,22.495975494384766,20.75,,33.931190490722656,4.436842441558838,66.44124603271484,14.517720222473145,268.375,5.991374969482423,4.636124134063722,14.669596672058105,24.90625,
2000-03-06,24.67534637451172,5.925796985626222,,34.0625,,1.0735265016555786,21.30136108398437,23.75,,31.76017189025879,4.383840560913087,97.8163070678711,13.965981483459473,254.0,5.743457317352295,4.809978485107422,14.60886001586914,25.09375,
2000-03-07,23.40267372131348,5.617655277252197,,32.125,,1.0268516540527344,20.15328788757324,27.5,,31.07715606689453,4.217271804809569,87.35798645019531,13.345272064208984,262.4375,5.61949634552002,4.636124134063722,14.396249771118164,25.50390625,
2000-03-08,23.349647521972656,5.878390312194824,,29.5,,0.9848441481590272,19.62580108642578,26.75,,30.54050636291504,4.224841117858887,93.50994873046876,13.690113067626953,265.0,5.8949623107910165,4.867928504943848,14.60886001586914,25.09375,
2000-03-09,22.890077590942386,5.925796985626222,,30.625,,1.0781943798065186,19.39307975769043,29.0625,,29.49159240722656,4.270268440246582,94.1251220703125,13.690113067626953,286.0,5.729682445526122,4.771343231201172,14.760722160339355,24.1875,
2000-03-10,23.04916572570801,5.866536617279053,,30.75,,1.0688591003417969,20.665266036987305,26.0,,28.491456985473636,4.255127906799316,87.35798645019531,13.759075164794922,296.0,5.922506809234619,4.945198059082031,14.63922882080078,23.25,
2000-03-13,22.34214210510254,5.7954277992248535,,28.3125,,1.01284921169281,20.38600730895996,25.75,,28.491456985473636,4.1642704010009775,80.74459075927734,13.621134757995605,284.75,5.963829040527344,4.916210651397705,14.669596672058105,22.5,
2000-03-14,22.377485275268555,5.902096748352051,,26.34375,,1.0361866950988772,20.21534919738769,24.0,,28.05238342285156,4.3384132385253915,74.66951751708984,13.724592208862305,269.75,5.715909481048584,4.955382347106934,14.882201194763185,19.25,
2000-03-15,23.331972122192386,6.162827491760254,,22.875,,0.9708415865898132,20.74283790588379,24.625,,29.028112411499023,4.978196620941162,70.28623962402344,15.103948593139648,240.25,6.624946594238281,5.405871391296387,14.94294548034668,18.25,
2000-03-16,24.905118942260746,6.542081356048584,,23.0,,0.9708415865898132,23.44235420227051,24.59375,,31.27230834960937,5.33026647567749,72.63169860839844,16.379858016967773,229.125,7.16210412979126,5.817190647125244,15.003694534301758,19.28125,
2000-03-17,24.286466598510746,6.35245418548584,,25.75,,0.9778428673744202,21.766796112060547,25.0,,30.394145965576172,5.065267086029053,74.51573181152344,15.207395553588867,218.9375,6.7626776695251465,5.934711933135986,14.94294548034668,21.625,
2000-03-20,24.604631423950195,6.423564910888673,,23.0,,1.0081816911697388,21.70473289489746,26.875,,30.00384330749512,5.0046958923339835,69.97866058349611,15.448787689208984,213.25,6.611171245574951,6.150158405303955,14.973320960998535,19.28125,
2000-03-21,25.57679557800293,6.388011455535889,,24.25,,1.0035141706466677,22.759714126586914,27.40625,,29.125688552856445,5.254552364349365,70.74763488769531,15.724660873413086,197.5,6.969277858734131,6.189333915710449,15.003694534301758,17.5,
2000-03-22,24.321821212768555,6.506523609161378,,27.125,,0.9988466501235962,25.31960678100586,28.75,,28.174346923828125,5.345409393310547,73.47759246826172,14.93153476715088,208.5,6.377026557922362,5.895533561706543,15.125178337097168,19.921875,
2000-03-23,24.604631423950195,6.411715030670166,,25.3125,,0.961506485939026,26.45864295959473,27.6875,,28.808578491210934,5.44383716583252,73.63139343261719,15.621212005615234,201.875,6.6938114166259775,5.856363773345947,15.337786674499512,20.3125,
2000-03-24,25.70052146911621,6.376157760620117,,24.0625,,1.0175166130065918,26.862119674682614,27.0,,29.56477355957031,5.564979076385498,73.8236312866211,15.966053009033205,211.0,6.404573917388916,5.915121078491211,15.368159294128418,19.796875,
2000-03-27,25.06420707702637,6.305046558380128,,22.5625,,0.9801765084266664,28.21220970153809,27.09375,,29.003725051879886,5.315121650695801,70.28623962402344,15.414304733276367,208.6875,6.377026557922362,5.915121078491211,15.489645004272461,21.125,
2000-03-28,25.134904861450195,6.423564910888673,,23.0,,0.9848441481590272,27.59147834777832,27.5625,,28.41828536987305,5.292410373687744,73.28533172607422,15.483271598815918,199.875,6.556078910827638,5.7388434410095215,15.185927391052244,21.234375,
2000-03-29,24.781381607055664,6.613190174102782,,21.96875,,0.9801765084266664,27.65355110168457,27.375,,29.41840934753418,5.421122550964356,68.90205383300781,15.690176010131836,170.0,6.445892333984375,5.621323585510254,15.034070014953613,17.46875,
2000-03-30,25.170255661010746,6.731703281402588,,19.0625,,0.961506485939026,26.613828659057614,30.0,,31.07715606689453,5.390838146209717,64.59568023681639,15.971887588500975,160.0625,6.349480152130128,5.993468284606934,14.94294548034668,12.015625,
2000-03-31,25.046520233154297,6.672447681427003,,20.25,,0.900829017162323,27.638029098510746,29.5,,30.735658645629886,5.519551753997803,63.98046493530274,15.798274993896484,160.8125,6.624946594238281,6.502717018127441,14.785238265991213,17.4375,
2000-04-03,25.98333168029785,7.016144275665282,,19.125,,0.8308163285255432,26.21035003662109,30.4375,,30.394145965576172,5.693694114685059,60.28931045532226,16.735750198364258,119.0,6.390799045562744,6.267678260803223,14.90844440460205,15.6875,
2000-04-04,26.283809661865234,7.4783573150634775,,18.6875,,0.7934762835502625,25.263734817504886,30.5625,,29.003725051879886,5.640694618225098,57.52091598510742,16.527420043945312,115.46875,6.390799045562744,6.346025943756104,15.093266487121582,14.25,
2000-04-05,25.771224975585934,7.039846420288086,,18.125,,0.7981438040733337,26.613828659057614,34.1875,,29.49159240722656,5.564979076385498,59.635643005371094,16.492706298828125,110.0,6.831544399261475,6.13057279586792,14.939251899719238,15.71875,
2000-04-06,26.40755844116211,7.170215129852295,,20.75,,0.8261487483978271,28.46050262451172,35.5,,29.515981674194336,5.602837562561035,64.59568023681639,16.423259735107422,135.125,6.803996562957764,6.228507995605469,15.185673713684082,16.0,
2000-04-07,25.912628173828125,6.945036888122559,,20.0,,0.6021084785461426,31.036531448364254,37.75,,30.05263328552246,5.511979579925537,75.05402374267578,16.249652862548828,145.6875,6.5973992347717285,6.365612983703612,15.308881759643555,15.4375,
2000-04-10,26.23078727722168,7.027998447418213,,20.125,,0.6021084785461426,29.09675025939941,37.75,,31.00397682189941,5.58012056350708,65.90296936035156,16.353816986083984,133.3125,6.6938114166259775,6.208918571472168,15.524505615234375,15.109375,
2000-04-11,26.9908447265625,7.21762228012085,,19.4375,,0.5250945687294006,29.67092323303223,35.3125,,30.44293785095215,5.701263904571532,62.0964241027832,17.187128067016598,107.75,6.914185047149657,6.267678260803223,15.524505615234375,15.21875,
2000-04-12,26.761075973510746,7.59840726852417,,16.75,,0.5180933475494385,27.82425308227539,38.0,,29.88187599182129,5.708838939666747,52.90693283081055,17.60379409790039,92.75,6.914185047149657,6.248089790344237,15.647710800170898,13.78125,
2000-04-13,26.79641914367676,7.514508247375487,,16.5625,,0.5134258270263672,28.19669342041016,35.5,,29.83310127258301,5.693694114685059,55.36771774291992,16.701040267944336,88.0,6.872866153717041,6.248089790344237,15.77092170715332,13.96875,
2000-04-14,25.68285751342773,7.0590858459472665,,15.0,,0.4854207932949066,24.28608512878418,33.0,,28.832969665527344,5.58012056350708,50.86910629272461,16.0760498046875,64.875,6.528532981872559,6.228507995605469,15.77092170715332,12.8125,
2000-04-17,25.417707443237305,7.2268733978271475,,13.875,,0.476085752248764,28.13461303710937,36.3125,,29.003725051879886,5.527120590209961,48.90815353393555,16.596874237060547,70.0,6.377026557922362,6.110987186431885,15.77092170715332,10.4375,
2000-04-18,25.417707443237305,7.322751522064209,,16.03125,,0.4714183211326599,29.05019187927246,39.5,,30.05263328552246,5.519551753997803,53.52212524414063,16.319097518920902,91.5,6.556078910827638,5.934711933135986,15.709315299987793,11.90625,
2000-04-19,25.57679557800293,7.3587074279785165,,16.75,,0.4644170105457306,27.96391868591309,37.625,,31.00397682189941,5.4059791564941415,53.67593383789063,15.485780715942385,88.9375,6.707587242126465,6.110987186431885,15.740119934082033,10.234375,
2000-04-20,26.08938217163086,7.5264954566955575,,17.71875,,0.4994233250617981,27.96391868591309,39.125,,33.61406707763672,5.761836051940918,55.329261779785156,16.596874237060547,86.9375,6.556078910827638,6.248089790344237,15.740119934082033,9.8125,
2000-04-24,27.53879547119141,7.682300567626952,,16.9375,,0.4900882542133331,26.00861167907715,40.5,,32.711509704589844,5.86783504486084,56.3674201965332,17.534347534179688,75.875,6.26684045791626,6.443960189819336,15.740119934082033,10.0,
2000-04-25,26.53129005432129,7.622376441955566,,16.8125,,0.5157595276832581,29.79507064819336,43.75,,32.46758270263672,5.913261413574219,55.36771774291992,18.19405746459961,73.0625,6.556078910827638,6.620236873626709,15.709315299987793,9.515625,
2000-04-26,25.152568817138672,7.478555679321289,,17.375,,0.4982565045356751,28.5225772857666,41.125,,33.37014389038086,6.079833030700684,56.521217346191406,17.117692947387695,73.5,6.377026557922362,6.365612983703612,15.586098670959473,8.875,
2000-04-27,24.728349685668945,7.478555679321289,,17.0,,0.5040908455848694,30.64857482910156,42.625,,32.955455780029304,5.875406742095947,55.82912063598633,17.08297348022461,83.125,6.335706233978272,6.581059455871582,15.740119934082033,8.96875,
2000-04-28,24.498573303222656,7.370694637298584,,18.5625,,0.4667507112026215,30.02784538269043,43.75,,35.102062225341804,5.913261413574219,54.52182388305664,17.256582260131836,98.875,6.335706233978272,6.561476230621338,15.77092170715332,11.15625,
2000-05-01,24.58694839477539,7.298784255981445,,17.34375,,0.4667507112026215,32.448699951171875,44.1875,,34.297088623046875,5.852692127227782,58.67438507080078,17.534347534179688,103.3125,6.583625316619872,6.639822959899902,15.955737113952635,14.15625,
2000-05-02,24.58694839477539,7.322751522064209,,17.375,,0.5087583065032959,28.67775917053223,44.75,,33.174999237060554,5.799695491790772,61.99070358276367,17.81212043762207,105.375,6.445892333984375,6.678995609283447,16.386974334716793,13.25,
2000-05-03,24.268787384033203,7.21489143371582,,17.625,,0.4924220740795136,27.99495506286621,43.875,,33.39453125,5.549837589263916,56.2905158996582,16.978813171386722,91.875,6.363253593444824,6.953206062316895,16.10975456237793,12.02734375,
2000-05-04,24.16274261474609,7.1429805755615225,,19.625,,0.5157595276832581,28.289796829223636,45.0,,33.22377395629883,5.519551753997803,55.52152633666992,17.221857070922848,97.0,6.54230546951294,6.7377543449401855,16.140556335449222,12.59375,
2000-05-05,24.516244888305664,7.274814128875732,,21.4375,,0.550765872001648,29.717477798461914,46.0,,33.565284729003906,5.511979579925537,56.2520751953125,17.430183410644528,97.0625,6.638719081878662,6.796513080596924,16.356170654296875,12.875,
2000-05-08,24.69300651550293,7.442603588104247,,21.875,,0.5601009130477905,27.15696907043457,44.375,,31.68698883056641,5.57255220413208,52.13792419433594,17.36073875427246,86.625,6.831544399261475,6.894448757171631,16.232955932617188,11.6875,
2000-05-09,24.321821212768555,7.478555679321289,,20.5,,0.5437647104263306,27.88632392883301,41.75,,30.80883026123047,5.663407325744629,49.33110046386719,16.839920043945312,83.25,6.666264057159424,6.894448757171631,16.510185241699222,10.99609375,
2000-05-10,24.30414581298828,7.394667148590088,,20.125,,0.4574157893657684,26.365537643432614,39.96875,,28.73539161682129,5.761836051940918,47.37016296386719,17.326021194458008,77.375,6.500986576080322,6.757337093353272,16.510185241699222,8.6875,
2000-05-11,24.30414581298828,7.25084114074707,,20.15625,,0.5040908455848694,26.908676147460934,43.875,,29.028112411499023,5.701263904571532,47.10100936889648,19.30514144897461,73.203125,6.56985330581665,6.874860286712647,16.787410736083984,9.265625,
2000-05-12,24.00364875793457,7.095041751861572,,19.8125,,0.5134258270263672,26.862119674682614,42.84375,,30.54050636291504,5.7845497131347665,55.71377563476562,19.860689163208008,70.5,6.335706233978272,6.855274677276611,16.602592468261722,9.53125,
2000-05-15,24.30414581298828,7.4665727615356445,,19.9375,,0.5449314713478088,27.31214904785156,42.75,,32.052902221679695,5.913261413574219,54.25267791748047,19.339866638183594,74.75,6.432121753692628,6.874860286712647,17.003026962280273,9.28125,
2000-05-16,25.47073745727539,7.406646251678468,,19.59375,,0.5320958495140076,30.7572078704834,44.25,,31.49184226989746,5.9776129722595215,54.44492721557617,18.92321014404297,76.0625,6.56985330581665,7.149068355560303,17.003026962280273,11.03125,
2000-05-17,25.21217155456543,7.394667148590088,,19.0625,,0.5227608680725098,29.87265968322754,42.5,,32.028499603271484,5.886120319366455,47.9853515625,19.02737236022949,77.0,6.638719081878662,6.992381095886231,17.033821105957028,11.28125,
2000-05-18,24.94357681274414,7.778179168701173,,20.125,,0.4994233250617981,28.55361175537109,43.25,,32.199249267578125,6.099609375,43.678993225097656,19.42667007446289,75.5625,6.404573917388916,7.168659210205077,17.033821105957028,10.78125,
2000-05-19,24.20941925048828,7.9699344635009775,,19.875,,0.5040908455848694,27.20352554321289,41.90625,,32.321212768554695,5.924242973327638,40.98748779296875,19.99957656860352,71.9375,6.308159828186035,7.129483699798584,17.033821105957028,10.21875,
2000-05-22,24.11988067626953,8.197646141052246,,19.375,,0.4574157893657684,27.234561920166016,40.25,,32.589553833007805,6.152980327606201,38.372894287109375,20.329429626464844,69.375,6.1566529273986825,7.227416515350343,17.033821105957028,9.75,
2000-05-23,24.101970672607425,8.197646141052246,,19.21875,,0.4690844416618347,27.04833602905273,37.75,,32.711509704589844,6.221597671508789,35.68142318725586,21.4578800201416,67.75,6.294388294219972,7.286176681518555,16.81821060180664,8.78125,
2000-05-24,25.265892028808594,8.335474014282228,,19.7421875,,0.4854207932949066,26.35001564025879,36.34375,,31.97970199584961,6.1834778785705575,36.29662704467773,20.72871971130371,66.4375,6.611171245574951,7.344938278198242,16.510185241699222,8.75,
2000-05-25,24.33476257324219,8.197646141052246,,20.25,,0.4714183211326599,25.9465389251709,35.3125,,32.638336181640625,6.130105018615723,42.29478454589844,19.756534576416016,62.4375,6.707587242126465,7.325350284576416,16.510185241699222,8.03125,
2000-05-26,24.0661678314209,7.993905544281006,,19.4375,,0.4574157893657684,25.527545928955078,37.0,,33.540889739990234,6.2063493728637695,39.98779678344727,19.131540298461914,59.9375,6.624946594238281,7.0315513610839835,16.540987014770508,8.21875,
2000-05-30,24.388484954833984,7.886039733886719,,18.90625,,0.476085752248764,28.94156837463379,43.0,,33.71164703369141,6.267347812652588,46.3704719543457,19.23570251464844,75.0,6.859090805053711,7.188246250152588,16.756608963012695,8.984375,
2000-05-31,24.56753349304199,7.802147388458253,,19.125,,0.4620832204818726,27.948394775390625,40.875,,34.05315399169922,6.305468559265138,45.29387283325195,19.23570251464844,66.75,6.859090805053711,6.894448757171631,16.66420555114746,9.296875,
2000-06-01,24.316858291625977,7.838101863861084,,19.46875,,0.4620832204818726,29.42263603210449,42.0,,34.88252639770508,6.473206996917725,44.90937805175781,20.17318344116211,73.875,7.038144588470459,6.757337093353272,16.263769149780273,9.5625,
2000-06-02,24.155691146850586,7.502531051635742,,20.25,,0.5274283289909363,31.036531448364254,45.0625,,35.90704727172852,6.442709922790527,50.29234313964844,20.242626190185547,89.0,6.776451587677003,7.109898090362549,16.448572158813473,10.875,
2000-06-05,24.370569229125977,7.622376441955566,,20.5,,0.5134258270263672,31.95211410522461,45.5625,,34.248294830322266,6.244473934173584,48.60055923461914,19.99957656860352,95.0625,6.611171245574951,6.855274677276611,16.540987014770508,10.6875,
2000-06-06,23.582691192626953,7.706270217895508,,20.4375,,0.4994233250617981,28.724313735961914,45.125,,35.126449584960945,6.313094615936278,43.678993225097656,19.54819679260254,87.5625,6.556078910827638,6.874860286712647,16.879806518554688,11.5625,
2000-06-07,23.42153167724609,7.706270217895508,,19.9375,,0.4947557747364044,28.382915496826172,43.5,,36.10220718383789,6.358840465545653,41.21819305419922,19.16625213623047,85.5,6.6938114166259775,7.149068355560303,16.695003509521484,11.625,
2000-06-08,23.42153167724609,7.790165424346924,,19.625,,0.4994233250617981,29.39159774780273,43.5625,,36.83401107788086,6.290220737457275,42.52549362182617,18.749601364135746,90.5625,6.817771911621094,6.914031505584718,16.81821060180664,11.28125,
2000-06-09,23.475250244140625,7.8261170387268075,,20.21875,,0.4900882542133331,29.965768814086914,44.375,,37.46823120117188,6.175850868225098,43.60208511352539,18.749601364135746,98.0,6.927957057952881,6.933619499206543,16.81821060180664,11.703125,
2000-06-12,23.48420333862305,7.730241775512695,,19.90625,,0.4714183211326599,30.10543632507324,42.75,,37.32186508178711,6.122480392456055,40.602989196777344,18.714874267578125,88.625,6.583625316619872,7.090314865112305,16.879806518554688,11.515625,
2000-06-13,23.45733070373535,7.874055862426758,,18.5625,,0.4632501006126404,31.57967185974121,44.0,,38.15124893188477,6.191102981567383,42.48703002929688,18.714874267578125,98.0,6.473440170288086,7.0808186531066895,16.879806518554688,11.34375,
2000-06-14,24.11988067626953,8.053828239440918,,18.5,,0.4644170105457306,30.26062393188477,41.875,,34.1019287109375,6.13773250579834,41.67958450317383,19.131540298461914,93.9375,6.556078910827638,6.92258882522583,16.910619735717773,11.0,
2000-06-15,24.76451301574707,8.22161865234375,,17.0625,,0.4620832204818726,30.97445869445801,41.4375,,35.32159805297852,6.0081138610839835,40.56453323364258,19.339866638183594,91.25,6.390799045562744,6.883030414581299,16.972225189208984,10.78125,
2000-06-16,24.191503524780273,8.137724876403809,,18.0625,,0.4574157893657684,29.85714340209961,41.25,,36.10220718383789,5.832752227783202,38.52669906616211,19.30514144897461,88.0,6.349480152130128,6.8632493019104,16.72580337524414,11.03125,
2000-06-19,23.922910690307614,8.16169548034668,,17.6875,,0.4667507112026215,31.62622833251953,45.90625,,35.41918563842773,5.825127601623535,41.833396911621094,18.95792961120605,92.75,6.390799045562744,6.843476295471191,16.879806518554688,12.125,
